date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:43:53	429270/429270	---MCZ	200	added ('OK')	text/css	etag:W/%22c88fd89bf8e2dc9af2a4efe16c963be9%22	https://www.nu.nl/static/bundles/css/app.5723b76d.css	C:/Users/niels/OneDrive/Desktop/nu/www.nu.nl/static/bundles/css/app.5723b76d.css	(from https://www.nu.nl/binnenland/6113622/veel-ongelukken-rond-amsterdam-door-gladheid-anwb-raadt-weggebruik-af.html?redirect=1)
09:43:53	13475/13475	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2026%20Nov%202020%2011:12:27%20GMT	https://consent.313.nl/js/consent.min.js	C:/Users/niels/OneDrive/Desktop/nu/consent.313.nl/js/consent.min.js	(from https://www.nu.nl/binnenland/6113622/veel-ongelukken-rond-amsterdam-door-gladheid-anwb-raadt-weggebruik-af.html?redirect=1)
09:43:54	1789/1789	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2024%20Feb%202021%2017:18:27%20GMT	https://cdn.cookielaw.org/consent/tcf.stub.js	C:/Users/niels/OneDrive/Desktop/nu/cdn.cookielaw.org/consent/tcf.stub.js	(from https://www.nu.nl/binnenland/6113622/veel-ongelukken-rond-amsterdam-door-gladheid-anwb-raadt-weggebruik-af.html?redirect=1)
09:43:54	13478/13478	---M-Z	200	added ('OK')	application/javascript	etag:0x8D8D8E828181ED0	https://cdn.cookielaw.org/scripttemplates/otSDKStub.js	C:/Users/niels/OneDrive/Desktop/nu/cdn.cookielaw.org/scripttemplates/otSDKStub.js	(from https://www.nu.nl/binnenland/6113622/veel-ongelukken-rond-amsterdam-door-gladheid-anwb-raadt-weggebruik-af.html?redirect=1)
09:43:56	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Thu,%2004%20Mar%202021%2008:43:55%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/Users/niels/OneDrive/Desktop/nu/www.googletagmanager.com/gtm.165445.delayed	(from https://www.nu.nl/binnenland/6113622/veel-ongelukken-rond-amsterdam-door-gladheid-anwb-raadt-weggebruik-af.html?redirect=1)
09:43:56	266558/266558	---MCZ	200	added ('OK')	application/x-javascript	etag:%22925f214fc4fb343ee8b68c2af6b8c006:1614695831.701135%22	http://tags.tiqcdn.com/utag/sanoma/nu-nl/prod/utag.js	C:/Users/niels/OneDrive/Desktop/nu/tags.tiqcdn.com/utag/sanoma/nu-nl/prod/utag.js	(from https://www.nu.nl/binnenland/6113622/veel-ongelukken-rond-amsterdam-door-gladheid-anwb-raadt-weggebruik-af.html?redirect=1)
09:43:56	89476/89476	---M-Z	200	added ('OK')	application/javascript	etag:W/%225eb09f0f-15d84%22	https://code.jquery.com/jquery-3.5.1.min.js	C:/Users/niels/OneDrive/Desktop/nu/code.jquery.com/jquery-3.5.1.min.js	(from https://www.nu.nl/binnenland/6113622/veel-ongelukken-rond-amsterdam-door-gladheid-anwb-raadt-weggebruik-af.html?redirect=1)
09:43:56	116060/116060	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2004%20Mar%202021%2008:41:40%20GMT	https://content.jwplatform.com/libraries/whqXCOFb.js	C:/Users/niels/OneDrive/Desktop/nu/content.jwplatform.com/libraries/whqXCOFb.js	(from https://www.nu.nl/binnenland/6113622/veel-ongelukken-rond-amsterdam-door-gladheid-anwb-raadt-weggebruik-af.html?redirect=1)
09:43:57	341114/341114	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2004%20Mar%202021%2008:43:57%20GMT	https://cdns.eu1.gigya.com/js/gigya.js?apiKey=3_pNK9L9zU_Sx2BKzTUJuAmy1im2zN0pOkwM-Ui3AgrneVzSpyQqioWy_iZ1cbQzS5	C:/Users/niels/OneDrive/Desktop/nu/cdns.eu1.gigya.com/js/gigya6099.js	(from https://www.nu.nl/binnenland/6113622/veel-ongelukken-rond-amsterdam-door-gladheid-anwb-raadt-weggebruik-af.html?redirect=1)
09:43:57	4831/4831	---MCZ	200	added ('OK')	application/javascript	etag:W/%223915524f5b10e2d92a9e71f1c01717ee%22	https://www.nu.nl/static/bundles/js/fastjs.63127eb4.js	C:/Users/niels/OneDrive/Desktop/nu/www.nu.nl/static/bundles/js/fastjs.63127eb4.js	(from https://www.nu.nl/binnenland/6113622/veel-ongelukken-rond-amsterdam-door-gladheid-anwb-raadt-weggebruik-af.html?redirect=1)
09:43:57	61251/61251	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2004%20Mar%202021%2008:43:58%20GMT	https://www.nu.nl/binnenland/6113622/media.nu.nl	C:/Users/niels/OneDrive/Desktop/nu/www.nu.nl/binnenland/6113622/media.nu.nl	(from https://www.nu.nl/binnenland/6113622/veel-ongelukken-rond-amsterdam-door-gladheid-anwb-raadt-weggebruik-af.html?redirect=1)
09:43:58	162/162	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2004%20Mar%202021%2008:43:58%20GMT	https://content.jwplatform.com/thumbs/{id}-720.jpg	C:/Users/niels/OneDrive/Desktop/nu/content.jwplatform.com/thumbs/{id}-720.1c.delayed	(from https://www.nu.nl/binnenland/6113622/veel-ongelukken-rond-amsterdam-door-gladheid-anwb-raadt-weggebruik-af.html?redirect=1)
09:43:58	2751/2751	---MCZ	200	added ('OK')	application/javascript	etag:W/%224de6e0df0f7d5efcce43e95e2bfab7af%22	https://www.nu.nl/static/CACHE/js/output.582e81677d02.js	C:/Users/niels/OneDrive/Desktop/nu/www.nu.nl/static/CACHE/js/output.582e81677d02.js	(from https://www.nu.nl/binnenland/6113622/veel-ongelukken-rond-amsterdam-door-gladheid-anwb-raadt-weggebruik-af.html?redirect=1)
09:43:58	25218/25218	---M--	200	added ('OK')	image/jpeg	etag:%22daa7a4c158b9abf741d73193664ef4fd%22	https://media.nu.nl/m/38ex4yia4kw3_xwd640.jpg/veel-ongelukken-rond-amsterdam-door-gladheid-anwb-raadt-weggebruik-af.jpg	C:/Users/niels/OneDrive/Desktop/nu/media.nu.nl/m/38ex4yia4kw3_xwd640.jpg/veel-ongelukken-rond-amsterdam-door-gladheid-anwb-raadt-weggebruik-af.jpg	(from https://www.nu.nl/binnenland/6113622/veel-ongelukken-rond-amsterdam-door-gladheid-anwb-raadt-weggebruik-af.html?redirect=1)
09:43:58	361/361	---M--	200	added ('OK')	image/png	etag:%22603e3446-169%22	https://www.nu.nl/static/img/placeholders/wd320-o.png	C:/Users/niels/OneDrive/Desktop/nu/www.nu.nl/static/img/placeholders/wd320-o.png	(from https://www.nu.nl/binnenland/6113622/veel-ongelukken-rond-amsterdam-door-gladheid-anwb-raadt-weggebruik-af.html?redirect=1)
09:43:59	126813/126813	---M--	200	added ('OK')	image/jpeg	etag:%224657c54196cfffe916ddac699b8677f0%22	https://media.nu.nl/m/yygxtc9agzer_wd1280.jpg	C:/Users/niels/OneDrive/Desktop/nu/media.nu.nl/m/yygxtc9agzer_wd1280.jpg	(from https://www.nu.nl/binnenland/6113622/veel-ongelukken-rond-amsterdam-door-gladheid-anwb-raadt-weggebruik-af.html?redirect=1)
09:43:59	142/142	---MCZ	200	added ('OK')	application/javascript	etag:W/%22792c8e66b08f19337a23591d8b1937bd%22	https://www.nu.nl/static/CACHE/js/output.bfe2cf6028fc.js	C:/Users/niels/OneDrive/Desktop/nu/www.nu.nl/static/CACHE/js/output.bfe2cf6028fc.js	(from https://www.nu.nl/binnenland/6113622/veel-ongelukken-rond-amsterdam-door-gladheid-anwb-raadt-weggebruik-af.html?redirect=1)
09:43:59	1227187/1227187	---MCZ	200	added ('OK')	application/javascript	etag:W/%229dba95044ab7feddc9c2a178102cb99f%22	https://www.nu.nl/static/bundles/js/app.6a3a74c0.js	C:/Users/niels/OneDrive/Desktop/nu/www.nu.nl/static/bundles/js/app.6a3a74c0.js	(from https://www.nu.nl/binnenland/6113622/veel-ongelukken-rond-amsterdam-door-gladheid-anwb-raadt-weggebruik-af.html?redirect=1)
09:43:59	340377/340377	---MCZ	200	added ('OK')	application/javascript	etag:W/%223474588b2e580c9e7c37d9002fb1657a%22	https://www.nu.nl/static/CACHE/js/output.0d3d42f17fbc.js	C:/Users/niels/OneDrive/Desktop/nu/www.nu.nl/static/CACHE/js/output.0d3d42f17fbc.js	(from https://www.nu.nl/binnenland/6113622/veel-ongelukken-rond-amsterdam-door-gladheid-anwb-raadt-weggebruik-af.html?redirect=1)
09:44:00	70306/70306	---M-Z	200	added ('OK')	application/javascript	etag:W/%22d70090c63534b2f924ab4713f34abb09%22	https://www.nu.nl/static/CACHE/js/output.397c20b02ff1.js	C:/Users/niels/OneDrive/Desktop/nu/www.nu.nl/static/CACHE/js/output.397c20b02ff1.js	(from https://www.nu.nl/binnenland/6113622/veel-ongelukken-rond-amsterdam-door-gladheid-anwb-raadt-weggebruik-af.html?redirect=1)
09:44:00	15034/15034	---MCZ	200	added ('OK')	application/javascript	etag:W/%220e40dbbe6412e9ad4089e5f80abafea6%22	https://www.nu.nl/static/CACHE/js/output.cc69a0d3f6d0.js	C:/Users/niels/OneDrive/Desktop/nu/www.nu.nl/static/CACHE/js/output.cc69a0d3f6d0.js	(from https://www.nu.nl/binnenland/6113622/veel-ongelukken-rond-amsterdam-door-gladheid-anwb-raadt-weggebruik-af.html?redirect=1)
09:44:00	13740/13740	---MCZ	200	added ('OK')	application/javascript	etag:W/%229560a319df5b463430bfe6d23fb1fdbb%22	https://www.nu.nl/static/CACHE/js/output.c1f4d16e3f7a.js	C:/Users/niels/OneDrive/Desktop/nu/www.nu.nl/static/CACHE/js/output.c1f4d16e3f7a.js	(from https://www.nu.nl/binnenland/6113622/veel-ongelukken-rond-amsterdam-door-gladheid-anwb-raadt-weggebruik-af.html?redirect=1)
09:44:00	16884/16884	---MCZ	200	added ('OK')	application/javascript	etag:W/%227158cfce8e4e0dbb1a88406855488f58%22	https://www.nu.nl/static/CACHE/js/output.9a701bf687dd.js	C:/Users/niels/OneDrive/Desktop/nu/www.nu.nl/static/CACHE/js/output.9a701bf687dd.js	(from https://www.nu.nl/binnenland/6113622/veel-ongelukken-rond-amsterdam-door-gladheid-anwb-raadt-weggebruik-af.html?redirect=1)
09:44:00	62681/62681	---MCZ	200	added ('OK')	application/javascript	etag:W/%22d14b1e3922b5a731575a418d7df5ad03%22	https://www.nu.nl/static/CACHE/js/output.46e5aeac1f23.js	C:/Users/niels/OneDrive/Desktop/nu/www.nu.nl/static/CACHE/js/output.46e5aeac1f23.js	(from https://www.nu.nl/binnenland/6113622/veel-ongelukken-rond-amsterdam-door-gladheid-anwb-raadt-weggebruik-af.html?redirect=1)
09:44:01	5856/5856	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2232d1c9a78c1124a3f05abada2282668b%22	https://account.dpgmmservices.nl/js/sa-data-service.min.js	C:/Users/niels/OneDrive/Desktop/nu/account.dpgmmservices.nl/js/sa-data-service.min.js	(from https://www.nu.nl/binnenland/6113622/veel-ongelukken-rond-amsterdam-door-gladheid-anwb-raadt-weggebruik-af.html?redirect=1)
09:44:01	350616/350616	---MCZ	200	added ('OK')	application/javascript	etag:W/%221c97fab0a88a6b4df53c12c70539e17f%22	https://www.nu.nl/static/CACHE/js/output.16db8f05cc15.js	C:/Users/niels/OneDrive/Desktop/nu/www.nu.nl/static/CACHE/js/output.16db8f05cc15.js	(from https://www.nu.nl/binnenland/6113622/veel-ongelukken-rond-amsterdam-door-gladheid-anwb-raadt-weggebruik-af.html?redirect=1)
09:44:02	270934/270934	---M--	200	added ('OK')	text/javascript	etag:%224571cbf18f5ea6d8%22	https://cdn.ampproject.org/v0.js	C:/Users/niels/OneDrive/Desktop/nu/cdn.ampproject.org/v0.js	(from https://www.nu.nl/binnenland/6113622/veel-ongelukken-rond-amsterdam-door-gladheid-anwb-raadt-weggebruik-af.amp)
09:44:02	71252/71252	---M--	200	added ('OK')	text/javascript	etag:%22a73f04a91588fb76%22	https://cdn.ampproject.org/v0/amp-ad-latest.js	C:/Users/niels/OneDrive/Desktop/nu/cdn.ampproject.org/v0/amp-ad-latest.js	(from https://www.nu.nl/binnenland/6113622/veel-ongelukken-rond-amsterdam-door-gladheid-anwb-raadt-weggebruik-af.amp)
09:44:02	96857/96857	---M--	200	added ('OK')	text/javascript	etag:%22f3fa78f33efd39b4%22	https://cdn.ampproject.org/v0/amp-analytics-0.1.js	C:/Users/niels/OneDrive/Desktop/nu/cdn.ampproject.org/v0/amp-analytics-0.1.js	(from https://www.nu.nl/binnenland/6113622/veel-ongelukken-rond-amsterdam-door-gladheid-anwb-raadt-weggebruik-af.amp)
09:44:02	31741/31741	---M--	200	added ('OK')	text/javascript	etag:%22abc688c998e90594%22	https://cdn.ampproject.org/v0/amp-carousel-0.1.js	C:/Users/niels/OneDrive/Desktop/nu/cdn.ampproject.org/v0/amp-carousel-0.1.js	(from https://www.nu.nl/binnenland/6113622/veel-ongelukken-rond-amsterdam-door-gladheid-anwb-raadt-weggebruik-af.amp)
09:44:03	52800/52800	---M--	200	added ('OK')	text/javascript	etag:%22534c27bca30f9687%22	https://cdn.ampproject.org/v0/amp-consent-0.1.js	C:/Users/niels/OneDrive/Desktop/nu/cdn.ampproject.org/v0/amp-consent-0.1.js	(from https://www.nu.nl/binnenland/6113622/veel-ongelukken-rond-amsterdam-door-gladheid-anwb-raadt-weggebruik-af.amp)
09:44:03	25791/25791	---M--	200	added ('OK')	text/javascript	etag:%22c9727bcdfe7c2eb0%22	https://cdn.ampproject.org/v0/amp-sidebar-0.1.js	C:/Users/niels/OneDrive/Desktop/nu/cdn.ampproject.org/v0/amp-sidebar-0.1.js	(from https://www.nu.nl/binnenland/6113622/veel-ongelukken-rond-amsterdam-door-gladheid-anwb-raadt-weggebruik-af.amp)
09:44:04	15467/15467	---M--	200	added ('OK')	text/javascript	etag:%22d4c3b62ad5e211c2%22	https://cdn.ampproject.org/v0/amp-social-share-0.1.js	C:/Users/niels/OneDrive/Desktop/nu/cdn.ampproject.org/v0/amp-social-share-0.1.js	(from https://www.nu.nl/binnenland/6113622/veel-ongelukken-rond-amsterdam-door-gladheid-anwb-raadt-weggebruik-af.amp)
09:44:04	135/135	---M--	200	added ('OK')	image/png	etag:%22603ca468-87%22	https://www.nu.nl/static/img/atoms/forms/shared/inputbg.png	C:/Users/niels/OneDrive/Desktop/nu/www.nu.nl/static/img/atoms/forms/shared/inputbg.png	(from https://www.nu.nl/static/bundles/css/app.5723b76d.css)
09:44:04	99/99	---M--	200	added ('OK')	image/png	etag:%226038e16a-63%22	https://www.nu.nl/static/vendor/royalslider/img/grab.png	C:/Users/niels/OneDrive/Desktop/nu/www.nu.nl/static/vendor/royalslider/img/grab.png	(from https://www.nu.nl/static/bundles/css/app.5723b76d.css)
09:44:04	2889/2889	---M--	200	added ('OK')	image/png	etag:%22603ca468-b49%22	https://www.nu.nl/static/vendor/royalslider/img/grabbing.png	C:/Users/niels/OneDrive/Desktop/nu/www.nu.nl/static/vendor/royalslider/img/grabbing.png	(from https://www.nu.nl/static/bundles/css/app.5723b76d.css)
09:44:04	49/49	---M--	200	added ('OK')	image/gif	etag:%22603e3588-31%22	https://www.nu.nl/static/vendor/royalslider/img/blank.gif	C:/Users/niels/OneDrive/Desktop/nu/www.nu.nl/static/vendor/royalslider/img/blank.gif	(from https://www.nu.nl/static/bundles/css/app.5723b76d.css)
09:44:05	3160/3160	---M--	200	added ('OK')	image/png	etag:%22603e3446-c58%22	https://www.nu.nl/static/vendor/royalslider/img/rs-default.png	C:/Users/niels/OneDrive/Desktop/nu/www.nu.nl/static/vendor/royalslider/img/rs-default.png	(from https://www.nu.nl/static/bundles/css/app.5723b76d.css)
09:44:05	869/869	---M--	200	added ('OK')	image/gif	etag:%22602fad6c-365%22	https://www.nu.nl/static/vendor/royalslider/img/preloader-white.gif	C:/Users/niels/OneDrive/Desktop/nu/www.nu.nl/static/vendor/royalslider/img/preloader-white.gif	(from https://www.nu.nl/static/bundles/css/app.5723b76d.css)
09:44:05	115/115	---M--	200	added ('OK')	image/png	etag:%226038e270-73%22	https://www.nu.nl/static/img/molecules/components/dotted_h.png	C:/Users/niels/OneDrive/Desktop/nu/www.nu.nl/static/img/molecules/components/dotted_h.png	(from https://www.nu.nl/static/bundles/css/app.5723b76d.css)
09:44:05	116/116	---M--	200	added ('OK')	image/png	etag:%226038e16a-74%22	https://www.nu.nl/static/img/molecules/components/dotted_v.png	C:/Users/niels/OneDrive/Desktop/nu/www.nu.nl/static/img/molecules/components/dotted_v.png	(from https://www.nu.nl/static/bundles/css/app.5723b76d.css)
09:44:05	958/958	---M--	200	added ('OK')	image/png	etag:%226038e16a-3be%22	https://www.nu.nl/static/img/atoms/images/logos/nubranded_32.png	C:/Users/niels/OneDrive/Desktop/nu/www.nu.nl/static/img/atoms/images/logos/nubranded_32.png	(from https://www.nu.nl/static/bundles/css/app.5723b76d.css)
09:44:06	60550/60550	---M--	200	added ('OK')	image/png	etag:%226038e16a-ec86%22	https://www.nu.nl/static/img/molecules/tvguide/channel-logosprite-tvguide-v3.png	C:/Users/niels/OneDrive/Desktop/nu/www.nu.nl/static/img/molecules/tvguide/channel-logosprite-tvguide-v3.png	(from https://www.nu.nl/static/bundles/css/app.5723b76d.css)
09:44:06	2149/2149	---M--	200	added ('OK')	image/png	etag:%226038e16a-865%22	https://www.nu.nl/static/img/organisms/overlay/nujij-balloon.png	C:/Users/niels/OneDrive/Desktop/nu/www.nu.nl/static/img/organisms/overlay/nujij-balloon.png	(from https://www.nu.nl/static/bundles/css/app.5723b76d.css)
09:44:06	72385/72385	---M--	200	added ('OK')	image/jpeg	etag:%226038e16a-11ac1%22	https://www.nu.nl/static/img/organisms/football/timeline/timeline.background-field-black-long.jpg	C:/Users/niels/OneDrive/Desktop/nu/www.nu.nl/static/img/organisms/football/timeline/timeline.background-field-black-long.jpg	(from https://www.nu.nl/static/bundles/css/app.5723b76d.css)
09:44:06	1695/1695	---M--	200	added ('OK')	image/png	etag:%226038e16a-69f%22	https://www.nu.nl/static/img/organisms/football/timeline/timeline.event-30.png	C:/Users/niels/OneDrive/Desktop/nu/www.nu.nl/static/img/organisms/football/timeline/timeline.event-30.png	(from https://www.nu.nl/static/bundles/css/app.5723b76d.css)
09:44:07	1114/1114	---M--	200	added ('OK')	image/png	etag:%226038e16a-45a%22	https://www.nu.nl/static/img/organisms/football/timeline/timeline.event.neutral.png	C:/Users/niels/OneDrive/Desktop/nu/www.nu.nl/static/img/organisms/football/timeline/timeline.event.neutral.png	(from https://www.nu.nl/static/bundles/css/app.5723b76d.css)
09:44:07	149/149	---M--	200	added ('OK')	image/png	etag:%22602fabe1-95%22	https://www.nu.nl/static/img/molecules/components/gradient_large.png	C:/Users/niels/OneDrive/Desktop/nu/www.nu.nl/static/img/molecules/components/gradient_large.png	(from https://www.nu.nl/static/bundles/css/app.5723b76d.css)
09:44:08	61243/61243	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2004%20Mar%202021%2008:44:08%20GMT	https://www.nu.nl/binnenland/6113622/GET	C:/Users/niels/OneDrive/Desktop/nu/www.nu.nl/binnenland/6113622/GET	(from http://tags.tiqcdn.com/utag/sanoma/nu-nl/prod/utag.js)
09:44:08	93376/93376	---M-Z	200	added ('OK')	application/x-javascript	date:Thu,%2004%20Mar%202021%2008:44:08%20GMT	https://connect.facebook.net/en_US/fbevents.js	C:/Users/niels/OneDrive/Desktop/nu/connect.facebook.net/en_US/fbevents.js	(from http://tags.tiqcdn.com/utag/sanoma/nu-nl/prod/utag.js)
